show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_number,duration_unit
s4729,Movie,Rising Empire,Sofia Khan,Unknown,Japan,2016-11-27,2014,TV-14,102 min,Documentaries,A sweeping story about survival.,2016,November,102,min
s1300,TV Show,Secret Dream Begins,Unknown,"Elena Novak, Grace Smith, Elena Petrov, Diego Sharma, John Lopez, Fatima Sharma, Sofia Petrov",Egypt,2015-02-06,2012,TV-PG,2 Seasons,"International TV Shows, TV Dramas",A chilling story about ambition.,2015,February,2,Seasons
s5726,Movie,Secret Summer,Diego Ali,"John Sato, Yuki Brown, Anna Lopez, Maria Kumar, Maria Petrov, Fatima Tanaka, Liam Khan, Sofia Tanaka",United States,2010-06-01,2005,PG,83 min,"Documentaries, International Movies",A sweeping story about revenge.,2010,June,83,min
s2451,Movie,Endless Dream,Maria Smith,"Yuki Brown, Raj Sharma, Sofia Khan, Hiroshi Wang, Chen Garcia, Hiroshi Brown, Fatima Kumar, Chen Brown",Germany,2011-03-03,2008,TV-PG,86 min,"Documentaries, International Movies",A sweeping story about revenge.,2011,March,86,min
s6426,Movie,Wild Dream Forever,Elena Rossi,"Yuki Sato, Diego Tanaka, Yuki Tanaka, Liam Khan, Ahmed Sato",France,2008-09-06,2006,TV-PG,94 min,Documentaries,A sweeping story about revenge.,2008,September,94,min
s1194,Movie,Burning Promise 2,Chen Petrov,"Fatima Brown, Aarav Wilson, Liam Garcia, Omar Hassan, Grace Hassan",United States,2011-01-23,2010,PG-13,98 min,Thrillers,A hilarious story about ambition.,2011,January,98,min
s1940,TV Show,Golden Journey II,Fatima Rossi,"Hiroshi Wilson, Chen Novak, Aarav Petrov, Aarav Khan, Chen Rossi, Liam Hassan",India,2013-04-16,2011,TV-PG,1 Season,Anime Series,A heartfelt story about love.,2013,April,1,Season
s934,Movie,Silent Empire Returns,Elena Rossi,"John Tanaka, Raj Ali, Grace Tanaka, Chen Petrov, Omar Tanaka, Aarav Sato, Liam Lopez",United Kingdom,2014-02-06,2014,PG-13,82 min,"Dramas, Independent Movies",A gripping story about survival.,2014,February,82,min
s809,TV Show,Dark Journey II,Unknown,"Elena Kumar, Fatima Wilson, Hiroshi Wilson",Spain,2009-08-25,2008,TV-G,1 Season,TV Comedies,A hilarious story about survival.,2009,August,1,Season
s3008,Movie,Lost Kingdom Forever,Grace Sato,"Sofia Khan, Chen Wilson, Diego Novak, Omar Rossi, Aarav Brown",India,2013-12-15,2013,TV-14,94 min,Horror Movies,A gripping story about love.,2013,December,94,min
s7355,Movie,Last Summer,Sofia Tanaka,Unknown,India,2008-05-18,2006,G,67 min,"Comedies, International Movies",A heartfelt story about family.,2008,May,67,min
s4199,TV Show,Crimson Road,Unknown,"Grace Garcia, Elena Smith, Aarav Petrov, Yuki Lopez, Chen Lopez, Yuki Novak, Raj Smith, Hiroshi Sato",United States,2019-06-24,2018,TV-MA,5 Seasons,Kids' TV,A gripping story about love.,2019,June,5,Seasons
s7173,TV Show,Broken City,Unknown,"Omar Hassan, Hiroshi Tanaka, Ahmed Ali, Maria Rossi, Hiroshi Brown, Grace Smith, Grace Khan, John Sharma",United States,2008-10-28,2004,TV-G,1 Season,Anime Series,A chilling story about love.,2008,October,1,Season
s4744,Movie,Broken River,Liam Tanaka,"Fatima Garcia, Elena Brown, John Khan, Elena Novak",Spain,2015-06-17,2012,TV-MA,108 min,Thrillers,A hilarious story about survival.,2015,June,108,min
s2219,Movie,Golden Empire,Aarav Hassan,"Omar Novak, Aarav Hassan, Liam Novak, Chen Novak, Sofia Brown",Unknown,2020-07-21,2017,G,58 min,"Dramas, International Movies",A heartfelt story about love.,2020,July,58,min
s4040,Movie,Last Heart II,Hiroshi Hassan,"Diego Brown, John Tanaka, Chen Brown, Raj Khan, Elena Sato, Anna Khan, Yuki Sharma",United States,2008-09-13,2002,R,103 min,Documentaries,A sweeping story about ambition.,2008,September,103,min
s1989,TV Show,Broken River,Unknown,"Sofia Kumar, Liam Smith, Anna Petrov",Spain,2021-12-25,2021,TV-14,5 Seasons,Docuseries,A sweeping story about family.,2021,December,5,Seasons
s1481,Movie,Dark City,Liam Brown,"Aarav Smith, Sofia Rossi, John Ali",India,2021-01-02,2021,G,74 min,"Dramas, Independent Movies",A sweeping story about ambition.,2021,January,74,min
s1864,Movie,Lost Story,Hiroshi Ali,Unknown,United States,2016-01-06,2016,PG,85 min,"Dramas, International Movies",A chilling story about ambition.,2016,January,85,min
s6563,TV Show,Rising Night,Unknown,"Aarav Sharma, Maria Smith, Yuki Wilson, Grace Kumar, Raj Garcia, Liam Khan, Hiroshi Kumar, Raj Sato",United States,2021-11-13,2021,TV-Y,4 Seasons,Kids' TV,A heartfelt story about love.,2021,November,4,Seasons
s7322,Movie,Last Horizon,Unknown,"Maria Kumar, Diego Sharma, Omar Brown, Ahmed Khan",United States,2019-12-22,2016,G,94 min,"Comedies, International Movies",A chilling story about survival.,2019,December,94,min
s7324,TV Show,Last Story Begins,Unknown,"Chen Novak, Aarav Garcia, Anna Ali, Grace Garcia",United States,2019-04-14,2016,TV-Y,1 Season,TV Comedies,A gripping story about revenge.,2019,April,1,Season
s3581,Movie,Broken City,Grace Rossi,"Diego Ali, Yuki Tanaka, Diego Khan, Anna Novak, John Wilson, Aarav Garcia",Japan,2021-05-21,2021,G,80 min,Comedies,A chilling story about revenge.,2021,May,80,min
s57,Movie,Dark River,Elena Brown,"Hiroshi Tanaka, Elena Petrov, Diego Rossi, Raj Novak, Sofia Tanaka, Chen Garcia, Diego Hassan",United States,2008-10-05,2003,NR,105 min,Children & Family Movies,A gripping story about survival.,2008,October,105,min
s7212,Movie,Wild Kingdom,Aarav Wang,"Aarav Garcia, Aarav Tanaka, Liam Petrov, Chen Wilson, Ahmed Sharma, Sofia Novak",United States,2020-11-26,2019,PG,61 min,"Dramas, International Movies",A heartfelt story about love.,2020,November,61,min
s3969,Movie,Burning Dream,Aarav Lopez,"Anna Kumar, Liam Hassan, Chen Khan, Diego Petrov, Aarav Kumar",United Kingdom,2018-04-04,2017,TV-G,144 min,Horror Movies,A hilarious story about love.,2018,April,144,min
s7862,Movie,Lost Summer,Fatima Smith,"Grace Hassan, Liam Khan, Omar Sato",Canada,2008-10-15,2003,R,120 min,Horror Movies,A gripping story about love.,2008,October,120,min
s7141,Movie,Dark City,Elena Tanaka,"Aarav Lopez, Diego Kumar, Yuki Sharma, Hiroshi Sato, Raj Novak, Hiroshi Petrov, Fatima Smith, Hiroshi Brown",United Kingdom,2021-07-03,2016,TV-PG,76 min,"Documentaries, International Movies",A chilling story about survival.,2021,July,76,min
s6351,Movie,Wild Road,Sofia Hassan,"Diego Wang, Grace Sharma, Omar Garcia, Fatima Petrov, Omar Sharma",India,2010-05-04,2009,PG-13,86 min,Horror Movies,A chilling story about love.,2010,May,86,min
s7912,Movie,Lost Night,Omar Brown,"Aarav Garcia, Sofia Petrov, Anna Wilson",United States,2021-04-11,2021,PG-13,114 min,Children & Family Movies,A gripping story about survival.,2021,April,114,min
s2287,Movie,Secret Horizon,Ahmed Sharma,"Raj Wang, Ahmed Sharma, Sofia Tanaka, Fatima Sato",Pakistan,2021-09-19,2021,TV-14,114 min,"Dramas, International Movies",A hilarious story about survival.,2021,September,114,min
s3622,Movie,Distant Garden,Yuki Brown,"Fatima Kumar, Anna Sharma, Chen Sato, Aarav Kumar",Germany,2013-04-19,2011,G,69 min,"Comedies, International Movies",A sweeping story about survival.,2013,April,69,min
s2450,Movie,Broken Road,Anna Lopez,"Yuki Khan, Anna Khan, Hiroshi Kumar, Diego Novak",Japan,2015-07-22,2015,TV-14,87 min,Children & Family Movies,A sweeping story about survival.,2015,July,87,min
s6102,Movie,Broken Promise Returns,Anna Petrov,"Omar Sharma, Maria Brown, John Khan, Liam Khan, Yuki Kumar, Anna Wang",Mexico,2008-04-16,1996,PG,125 min,Children & Family Movies,A chilling story about love.,2008,April,125,min
s3224,TV Show,Frozen Kingdom Forever,Unknown,"Ahmed Rossi, Liam Brown, Fatima Wilson, Ahmed Rossi, Anna Lopez, Yuki Wang",United States,2015-12-28,2015,TV-G,5 Seasons,Reality TV,A chilling story about ambition.,2015,December,5,Seasons
s7492,Movie,Broken City Begins,Yuki Hassan,"Ahmed Lopez, Ahmed Petrov, Diego Garcia, Hiroshi Wang, Diego Smith, Diego Brown, Fatima Garcia",India,2013-01-07,2011,G,100 min,"Dramas, International Movies",A hilarious story about ambition.,2013,January,100,min
s7672,Movie,Lost Promise Begins,Liam Kumar,"Maria Wang, Chen Novak, Anna Smith, Elena Tanaka, Raj Garcia, Maria Kumar, Elena Sharma, Anna Garcia",Mexico,2019-08-07,2017,TV-PG,86 min,Horror Movies,A sweeping story about love.,2019,August,86,min
s597,Movie,Endless Shadow Begins,John Novak,"Hiroshi Wilson, Grace Wang, Hiroshi Hassan, Aarav Hassan",China,2021-02-25,2021,PG-13,108 min,Horror Movies,A chilling story about revenge.,2021,February,108,min
s7641,Movie,Lost Journey,Ahmed Khan,"Maria Smith, Sofia Novak, Maria Ali, Grace Rossi, Anna Petrov, John Smith, Aarav Smith",India,2019-08-06,2019,TV-PG,73 min,"Dramas, Independent Movies",A gripping story about survival.,2019,August,73,min
s6812,Movie,Lost Promise,Anna Sharma,"Hiroshi Khan, Raj Brown, Diego Wilson, Maria Wilson, Chen Sharma, Diego Lopez, Yuki Ali",Japan,2011-04-02,2009,TV-14,106 min,Comedies,A heartfelt story about survival.,2011,April,106,min
s513,Movie,Endless Horizon II,Raj Tanaka,"Ahmed Smith, Chen Ali, Sofia Hassan, Omar Rossi, Chen Garcia, Liam Lopez",United States,2013-05-20,2013,TV-14,125 min,Comedies,A gripping story about family.,2013,May,125,min
s135,Movie,Crimson Heart Begins,Ahmed Khan,"Anna Smith, Yuki Wilson, Diego Brown, Liam Kumar, Ahmed Sato, Yuki Sato, Elena Sharma",United States,2010-07-03,2008,PG,103 min,Action & Adventure,A hilarious story about ambition.,2010,July,103,min
s6524,TV Show,Last Night,Unknown,"Yuki Wilson, Yuki Rossi, Aarav Wang, Yuki Sato, Sofia Rossi, Maria Sharma, Sofia Brown",Nigeria,2016-02-10,2016,TV-Y,2 Seasons,Docuseries,A hilarious story about survival.,2016,February,2,Seasons
s7717,Movie,Burning Garden,Chen Petrov,"Yuki Hassan, Yuki Hassan, Ahmed Rossi, John Lopez, Omar Ali",Japan,2008-04-08,2007,TV-MA,126 min,Action & Adventure,A sweeping story about ambition.,2008,April,126,min
s2972,Movie,Lost Summer,Unknown,"Liam Smith, Aarav Tanaka, Elena Khan, Ahmed Brown, Yuki Khan, Liam Sharma, Aarav Garcia",Australia,2019-07-02,2014,TV-G,100 min,Documentaries,A gripping story about revenge.,2019,July,100,min
s8327,Movie,Hidden Kingdom II,Chen Smith,"Yuki Sato, Elena Novak, Grace Brown, Elena Lopez, Yuki Lopez, Grace Wilson",Canada,2010-08-10,2010,R,144 min,Thrillers,A hilarious story about survival.,2010,August,144,min
s3693,Movie,Secret Empire,Aarav Brown,"Omar Smith, Hiroshi Petrov, Omar Hassan, Omar Petrov, Yuki Tanaka, Elena Sharma, Omar Khan, John Sato",United States,2020-09-06,2018,R,130 min,Action & Adventure,A chilling story about family.,2020,September,130,min
s4252,Movie,Last Empire Begins,Aarav Kumar,"Diego Garcia, Liam Sharma, Yuki Ali, Sofia Wilson, Yuki Novak, Grace Sharma",Japan,2015-07-11,2012,TV-MA,105 min,Horror Movies,A gripping story about survival.,2015,July,105,min
s8301,Movie,Crimson Promise,Omar Kumar,"Fatima Rossi, Raj Kumar, Maria Wilson, John Garcia",Unknown,2008-03-01,1995,R,92 min,Horror Movies,A gripping story about ambition.,2008,March,92,min
s3776,Movie,Frozen Summer,Omar Brown,"John Wang, Chen Wilson, Sofia Sato, Liam Rossi",Unknown,2021-02-05,2021,TV-14,128 min,Horror Movies,A chilling story about family.,2021,February,128,min
s2939,Movie,Frozen Summer,Chen Garcia,"Diego Smith, Diego Petrov, Grace Garcia, Anna Wang, Ahmed Rossi, Fatima Novak",India,2013-08-02,2012,TV-14,63 min,Thrillers,A sweeping story about ambition.,2013,August,63,min
s1039,Movie,Wild Kingdom Forever,Chen Kumar,"Ahmed Lopez, Elena Kumar, Grace Hassan, Liam Smith, Sofia Ali, Aarav Sato",United States,2011-08-16,2010,TV-14,83 min,"Documentaries, International Movies",A gripping story about ambition.,2011,August,83,min
s3167,TV Show,Golden Garden,Unknown,"Liam Ali, John Sharma, Raj Garcia, Grace Ali, Ahmed Smith, Chen Wang",United Kingdom,2011-05-19,2010,TV-G,1 Season,"British TV Shows, TV Dramas",A gripping story about survival.,2011,May,1,Season
s3264,Movie,Burning Garden,Elena Sato,"Sofia Petrov, Fatima Khan, Elena Sato, Sofia Garcia, Grace Brown, Diego Rossi",United States,2018-02-21,2015,NR,69 min,Action & Adventure,A sweeping story about family.,2018,February,69,min
s926,TV Show,Golden Journey 2,Unknown,Unknown,India,2016-03-09,2015,TV-14,1 Season,Reality TV,A sweeping story about ambition.,2016,March,1,Season
s7440,Movie,Lost Road Returns,Aarav Khan,"Anna Ali, Raj Smith, Chen Smith, Ahmed Lopez, Grace Tanaka, Anna Novak, Chen Ali, Diego Rossi",South Korea,2021-11-05,2021,PG-13,121 min,"Dramas, Independent Movies",A chilling story about ambition.,2021,November,121,min
s7699,TV Show,Frozen Shadow II,Unknown,"Fatima Khan, Liam Lopez, Elena Hassan",United States,2021-09-26,2021,TV-Y7,3 Seasons,"International TV Shows, TV Dramas",A chilling story about love.,2021,September,3,Seasons
s3471,Movie,Golden Horizon,Chen Hassan,"Liam Garcia, Diego Smith, Grace Novak, Omar Novak, Hiroshi Khan, Ahmed Kumar, Maria Wang, Diego Novak",Mexico,2018-04-12,2018,G,100 min,Action & Adventure,A heartfelt story about survival.,2018,April,100,min
s8205,Movie,Dark Promise,Sofia Sharma,"Raj Novak, Chen Novak, Liam Rossi, Diego Sharma",France,2018-03-09,2015,PG-13,67 min,Documentaries,A sweeping story about ambition.,2018,March,67,min
s4992,Movie,Golden Shadow 2,Sofia Rossi,"Raj Sharma, Elena Sato, John Tanaka",India,2008-05-12,2008,PG,85 min,"Comedies, International Movies",A chilling story about survival.,2008,May,85,min
s1134,TV Show,Dark Promise Begins,Grace Khan,"Diego Brown, John Rossi, Raj Novak, Ahmed Sato, John Ali, Yuki Lopez, Hiroshi Wilson, Maria Wang",United States,2021-03-16,2021,TV-Y7,2 Seasons,Anime Series,A gripping story about family.,2021,March,2,Seasons
s3236,TV Show,Last Night Returns,Maria Kumar,"Fatima Garcia, Elena Smith, Sofia Wang, Yuki Wang, Anna Lopez",United States,2021-11-26,2021,TV-PG,3 Seasons,TV Comedies,A gripping story about love.,2021,November,3,Seasons
s7932,Movie,Dark Horizon,Diego Smith,"Omar Brown, John Hassan, Chen Sharma, Maria Garcia, Fatima Hassan, Yuki Petrov",Japan,2009-04-19,2009,R,130 min,Action & Adventure,A hilarious story about ambition.,2009,April,130,min
s1595,Movie,Wild Promise Begins,Ahmed Sato,"Sofia Sato, Grace Rossi, Maria Wang, Elena Garcia, Fatima Khan",United States,2018-06-18,2016,PG-13,52 min,"Dramas, International Movies",A chilling story about survival.,2018,June,52,min
s8495,Movie,Silent City,Sofia Wang,"Diego Khan, Aarav Petrov, Omar Lopez, Liam Rossi, Ahmed Sharma, Raj Khan",United States,2021-09-19,2020,TV-MA,108 min,Children & Family Movies,A chilling story about survival.,2021,September,108,min
s531,Movie,Endless Night 2,John Wilson,"Yuki Khan, Ahmed Rossi, Yuki Rossi, Omar Wilson, Sofia Ali, Anna Tanaka",United States,2020-12-11,2018,PG-13,146 min,"Dramas, Independent Movies",A hilarious story about family.,2020,December,146,min
s7085,TV Show,Broken Story,Yuki Garcia,"Fatima Rossi, Elena Kumar, Aarav Sato, Fatima Brown, Chen Petrov, Aarav Wang, Maria Khan, Elena Tanaka",United Kingdom,2008-04-10,2006,TV-Y7,6 Seasons,Reality TV,A hilarious story about love.,2008,April,6,Seasons
s766,Movie,Rising Road Begins,Fatima Garcia,"Fatima Tanaka, John Novak, Hiroshi Lopez, Grace Rossi, Sofia Hassan, Fatima Garcia, Anna Kumar",India,2008-12-18,2004,PG-13,75 min,Thrillers,A hilarious story about ambition.,2008,December,75,min
s7828,Movie,Broken Shadow,Elena Sharma,"Anna Sato, Maria Petrov, Yuki Ali, Yuki Sato, Grace Lopez",United States,2015-10-03,2015,PG,100 min,Thrillers,A sweeping story about ambition.,2015,October,100,min
s2751,Movie,Burning River,Maria Smith,"Hiroshi Garcia, Chen Wang, Ahmed Lopez",Australia,2015-11-23,2013,PG-13,129 min,"Dramas, Independent Movies",A hilarious story about revenge.,2015,November,129,min
s3521,Movie,Frozen Summer,Hiroshi Lopez,"Omar Brown, Ahmed Wang, Yuki Lopez",United States,2012-02-11,2011,TV-MA,64 min,Horror Movies,A gripping story about love.,2012,February,64,min
s3052,Movie,Distant Heart,Sofia Sato,"Diego Sato, Sofia Wilson, Sofia Tanaka, Hiroshi Brown, Ahmed Hassan, Liam Ali, Elena Brown, Diego Smith",United States,2021-03-14,2021,TV-14,99 min,Thrillers,A sweeping story about survival.,2021,March,99,min
s3526,Movie,Last Shadow Forever,Grace Petrov,"John Wang, Aarav Kumar, Diego Tanaka, Omar Sharma, Anna Petrov, Ahmed Brown, Anna Petrov, John Petrov",Germany,2018-06-12,2017,PG,80 min,Horror Movies,A heartfelt story about family.,2018,June,80,min
s951,Movie,Distant Journey 2,Liam Rossi,"Omar Smith, Liam Lopez, Omar Garcia",India,2015-05-02,2014,TV-MA,117 min,"Documentaries, International Movies",A sweeping story about survival.,2015,May,117,min
s8218,TV Show,Silent Promise,Unknown,"Fatima Petrov, Maria Hassan, Aarav Smith, Anna Hassan, Liam Lopez, Raj Smith, Omar Garcia",Canada,2016-04-12,2015,TV-PG,1 Season,Docuseries,A heartfelt story about survival.,2016,April,1,Season
s8482,Movie,Burning City,Fatima Smith,"Sofia Rossi, Liam Rossi, Grace Wilson, Yuki Hassan, Fatima Novak",India,2017-11-13,2015,TV-14,145 min,Action & Adventure,A heartfelt story about ambition.,2017,November,145,min
s2700,TV Show,Last River,Unknown,"Sofia Wilson, John Khan, Maria Hassan, Hiroshi Wang",Canada,2021-01-12,2021,TV-Y7,1 Season,TV Comedies,A gripping story about love.,2021,January,1,Season
s8173,Movie,Crimson Empire Returns,Anna Petrov,"Sofia Wilson, Diego Lopez, Aarav Wang, Ahmed Sato, Liam Ali, Aarav Sato, Diego Novak, Yuki Tanaka",India,2013-02-04,2013,TV-PG,94 min,Children & Family Movies,A hilarious story about family.,2013,February,94,min
s3583,Movie,Hidden Heart,Maria Garcia,"John Smith, Raj Khan, Chen Hassan",Spain,2008-06-08,2008,PG,121 min,"Comedies, International Movies",A heartfelt story about survival.,2008,June,121,min
s877,Movie,Endless Dream Begins,Diego Brown,"John Sato, Anna Sharma, Sofia Sharma, Maria Novak, Sofia Kumar, Diego Tanaka, Diego Lopez",India,2021-10-14,2020,PG,100 min,"Comedies, International Movies",A heartfelt story about survival.,2021,October,100,min
s3849,TV Show,Last City Returns,Unknown,"Raj Rossi, Omar Brown, Raj Brown, Grace Brown",Japan,2012-07-25,2012,TV-PG,2 Seasons,TV Comedies,A hilarious story about ambition.,2012,July,2,Seasons
s3031,Movie,Frozen Kingdom,Ahmed Petrov,"Grace Lopez, Raj Sato, Omar Wang, Diego Novak, Fatima Petrov, Ahmed Novak, Elena Khan",United States,2015-12-14,2015,TV-PG,78 min,Thrillers,A heartfelt story about survival.,2015,December,78,min
s814,Movie,Dark Road II,Maria Sharma,"Hiroshi Khan, Grace Tanaka, Hiroshi Lopez, Grace Hassan",France,2021-09-20,2021,PG,84 min,Children & Family Movies,A gripping story about ambition.,2021,September,84,min
s3109,Movie,Distant Dream,Ahmed Sato,"Raj Wilson, Chen Wilson, Elena Garcia, Fatima Garcia, Hiroshi Lopez, Yuki Wang, Hiroshi Brown, Anna Lopez",Germany,2008-06-15,2005,NR,122 min,Documentaries,A sweeping story about survival.,2008,June,122,min
s6829,Movie,Broken Horizon,Omar Petrov,"John Garcia, Elena Sharma, Ahmed Khan, Fatima Ali, Elena Tanaka, Elena Kumar, Ahmed Sato, Yuki Smith",Unknown,2021-03-12,2017,TV-G,74 min,"Dramas, International Movies",A chilling story about family.,2021,March,74,min
s2849,TV Show,Hidden Garden Returns,Unknown,"Yuki Hassan, Hiroshi Lopez, Fatima Khan, Aarav Sato, Diego Sato, Grace Rossi",United States,2021-05-26,2017,TV-14,2 Seasons,Reality TV,A chilling story about survival.,2021,May,2,Seasons
s6565,TV Show,Secret City,Unknown,"Omar Hassan, Omar Khan, Anna Wang, Grace Novak, Omar Kumar",Unknown,2015-01-18,2012,TV-14,1 Season,"International TV Shows, TV Dramas",A chilling story about love.,2015,January,1,Season
s4506,Movie,Rising Summer,Maria Khan,"Anna Novak, Grace Kumar, Liam Lopez",United Kingdom,2008-05-10,1988,NR,83 min,Horror Movies,A heartfelt story about love.,2008,May,83,min
s3592,Movie,Golden Story 2,Hiroshi Khan,"Sofia Brown, Fatima Tanaka, Liam Brown, Liam Ali",United States,2009-06-23,2008,TV-PG,124 min,"Dramas, International Movies",A hilarious story about revenge.,2009,June,124,min
s3817,Movie,Wild Empire,Grace Wang,"Grace Ali, Raj Ali, Grace Hassan, Elena Rossi, Sofia Smith, Diego Sharma",Spain,2021-11-18,2021,PG-13,97 min,Horror Movies,A sweeping story about ambition.,2021,November,97,min
s3042,TV Show,Secret Night 2,Unknown,"Yuki Sharma, Fatima Petrov, Ahmed Kumar, Maria Lopez, Fatima Kumar, Omar Smith, Liam Rossi",Turkey,2021-10-25,2019,TV-Y,1 Season,Reality TV,A hilarious story about family.,2021,October,1,Season
s2286,TV Show,Broken City 2,Unknown,"Grace Lopez, Chen Sharma, Liam Wilson, Chen Sharma, Raj Wang, Yuki Brown, Grace Smith, John Novak",Unknown,2021-10-16,2021,TV-14,5 Seasons,TV Comedies,A hilarious story about love.,2021,October,5,Seasons
s1367,Movie,Golden River Begins,Liam Wilson,"Diego Khan, John Ali, Omar Petrov, Grace Wang, Elena Kumar, Grace Wilson, Diego Hassan",South Korea,2018-02-24,2018,R,110 min,"Dramas, International Movies",A sweeping story about family.,2018,February,110,min
s4393,TV Show,Golden Empire Returns,Unknown,"Grace Smith, Yuki Sato, Elena Lopez, Hiroshi Wilson, Diego Smith, Raj Brown",United States,2014-05-20,2011,TV-MA,2 Seasons,TV Comedies,A hilarious story about family.,2014,May,2,Seasons
s201,Movie,Frozen City Forever,Diego Smith,Unknown,Unknown,2010-09-21,2010,TV-PG,88 min,Thrillers,A gripping story about love.,2010,September,88,min
s4472,Movie,Silent Summer,Maria Kumar,"John Novak, Yuki Petrov, Sofia Brown, Yuki Khan, Chen Smith, Aarav Kumar, Maria Kumar",Japan,2009-05-28,2008,R,87 min,Thrillers,A chilling story about ambition.,2009,May,87,min
s586,Movie,Secret Horizon Begins,Yuki Tanaka,"John Khan, Diego Novak, Omar Tanaka, Hiroshi Kumar, Maria Khan, Liam Novak, Sofia Garcia",United States,2019-12-01,2018,PG,107 min,"Documentaries, International Movies",A heartfelt story about ambition.,2019,December,107,min
s6244,Movie,Dark River,Hiroshi Garcia,"Diego Novak, Anna Kumar, John Petrov, Ahmed Petrov",United States,2021-02-24,2020,R,138 min,Documentaries,A gripping story about ambition.,2021,February,138,min
s8352,TV Show,Secret Story Begins,Unknown,"Diego Sharma, Yuki Wilson, Omar Brown, Raj Khan, Liam Petrov, Hiroshi Khan",India,2017-08-16,2012,TV-Y7,1 Season,"International TV Shows, TV Dramas",A gripping story about family.,2017,August,1,Season
s6831,Movie,Dark Kingdom,Elena Sharma,"Grace Tanaka, Fatima Hassan, Maria Sharma, Raj Ali, Chen Petrov, Ahmed Hassan",United States,2012-12-06,2010,PG,75 min,"Documentaries, International Movies",A chilling story about family.,2012,December,75,min
s5837,Movie,Distant Summer,Liam Brown,"Anna Rossi, Fatima Smith, Maria Tanaka, Elena Wang, Chen Kumar",United States,2021-10-15,2021,PG-13,94 min,"Comedies, International Movies",A gripping story about revenge.,2021,October,94,min
s648,TV Show,Crimson River,Unknown,"Fatima Khan, Elena Ali, Omar Wang, Aarav Hassan, John Hassan, Sofia Novak, Chen Smith",India,2016-09-09,2015,TV-Y7,5 Seasons,Docuseries,A heartfelt story about revenge.,2016,September,5,Seasons
s3639,Movie,Dark Shadow,Grace Rossi,Unknown,South Korea,2011-05-16,2010,G,92 min,Children & Family Movies,A sweeping story about survival.,2011,May,92,min
s4206,Movie,Last Road,Elena Petrov,"Maria Garcia, Elena Kumar, Chen Sharma",United States,2009-05-22,2008,PG,80 min,"Documentaries, International Movies",A gripping story about ambition.,2009,May,80,min
s7505,Movie,Hidden Garden,Yuki Khan,"Diego Wang, Anna Brown, Omar Lopez, Hiroshi Sato, John Novak, Aarav Sharma",United States,2012-12-15,2011,TV-14,67 min,"Documentaries, International Movies",A hilarious story about love.,2012,December,67,min
s2228,TV Show,Rising Horizon 2,Unknown,"Ahmed Brown, Diego Sato, Maria Ali, Diego Petrov",Unknown,2012-07-27,2011,TV-MA,1 Season,"Crime TV Shows, TV Dramas",A sweeping story about love.,2012,July,1,Season
s6767,Movie,Hidden City,Grace Hassan,Unknown,Mexico,2009-04-03,2009,PG-13,93 min,Horror Movies,A chilling story about love.,2009,April,93,min
s5675,TV Show,Frozen River,Unknown,"Elena Wilson, John Lopez, Elena Sato, Fatima Lopez",United States,2021-05-18,2021,TV-G,1 Season,Reality TV,A heartfelt story about revenge.,2021,May,1,Season
s8014,Movie,Last Journey Forever,Liam Sharma,"Raj Tanaka, Raj Wilson, Hiroshi Rossi, Chen Wilson, Sofia Khan, Fatima Lopez, Raj Sharma",Unknown,2017-03-21,2017,G,59 min,Thrillers,A gripping story about ambition.,2017,March,59,min
s631,Movie,Lost Promise II,Elena Lopez,"Sofia Wilson, Chen Sharma, Diego Sharma, Yuki Lopez, Yuki Wilson",United States,2021-11-02,2021,PG,107 min,"Dramas, Independent Movies",A sweeping story about love.,2021,November,107,min
s3964,TV Show,Secret River,Unknown,"Liam Kumar, Raj Brown, Hiroshi Sato, Sofia Petrov, Hiroshi Novak",United States,2013-10-01,2012,TV-Y7,8 Seasons,Kids' TV,A hilarious story about ambition.,2013,October,8,Seasons
s4254,Movie,Hidden Story,Fatima Kumar,"Chen Novak, Omar Wang, Ahmed Sharma",United Kingdom,2020-05-18,2018,TV-14,89 min,Children & Family Movies,A hilarious story about ambition.,2020,May,89,min
s26,Movie,Silent Summer Begins,Liam Sato,"Raj Kumar, Yuki Rossi, Sofia Petrov, John Hassan, Liam Hassan, John Hassan",India,2012-02-08,2011,TV-14,66 min,"Comedies, International Movies",A sweeping story about love.,2012,February,66,min
s7131,Movie,Secret Road 2,Fatima Wang,"Anna Sato, Diego Smith, Maria Sato, Raj Wang, Diego Smith, Omar Rossi, Diego Garcia, Diego Petrov",South Korea,2011-05-21,2011,TV-14,114 min,"Dramas, Independent Movies",A chilling story about survival.,2011,May,114,min
s6303,Movie,Burning Summer 2,John Smith,"Aarav Petrov, Ahmed Rossi, Grace Sato, Liam Khan",United States,2008-01-11,2003,TV-G,106 min,"Comedies, International Movies",A heartfelt story about love.,2008,January,106,min
s1054,Movie,Wild Kingdom II,Anna Hassan,"Ahmed Sharma, Chen Lopez, Sofia Petrov, Elena Novak, Chen Wilson, Yuki Novak, Sofia Ali, Fatima Khan",United Kingdom,2013-12-14,2013,TV-PG,83 min,"Dramas, International Movies",A hilarious story about ambition.,2013,December,83,min
